mixture,model_i,model_j,fixed_contrast,robust_lower,robust_upper,stable_order
source_mix,claude-opus-4-20250514,gemini-2.5-pro,-1.0049898683573861,-1.0760872958603693,-0.9471057213334558,1
source_mix,claude-opus-4-20250514,gemini-2.5-flash,-0.38940607854698844,-0.45824243628325134,-0.3411985617831171,1
source_mix,claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,-0.2520531006681897,-0.26344227326165187,-0.239121943037402,1
source_mix,claude-opus-4-20250514,mistral-medium-2505,-0.12079971851676746,-0.1632855535051202,-0.06917865007859081,1
source_mix,claude-opus-4-20250514,o3-2025-04-16,-0.5725896103662167,-0.6200188231460346,-0.5318169135169689,1
source_mix,claude-opus-4-20250514,claude-sonnet-4-20250514,0.2683972244076989,0.21356073625853433,0.3076102449859211,1
source_mix,claude-opus-4-20250514,chatgpt-4o-latest-20250326,-0.6307252497234079,-0.6583103948338579,-0.6036875708412339,1
source_mix,gemini-2.5-pro,gemini-2.5-flash,0.6155837898103979,0.5740153285487248,0.6510419890792594,1
source_mix,gemini-2.5-pro,qwen3-235b-a22b-no-thinking,0.7529367676891966,0.6930916044371306,0.8242480115622859,1
source_mix,gemini-2.5-pro,mistral-medium-2505,0.8841901498406189,0.8136797082357264,0.9784517090380445,1
source_mix,gemini-2.5-pro,o3-2025-04-16,0.43240025799116955,0.40625116671359945,0.47247753463613584,1
source_mix,gemini-2.5-pro,claude-sonnet-4-20250514,1.273387092765085,1.2090959958587015,1.3326708190765402,1
source_mix,gemini-2.5-pro,chatgpt-4o-latest-20250326,0.3742646186339783,0.3313301816765883,0.4321678122654736,1
source_mix,gemini-2.5-flash,qwen3-235b-a22b-no-thinking,0.13735297787879874,0.09678241776162338,0.19933088879851446,1
source_mix,gemini-2.5-flash,mistral-medium-2505,0.268606360030221,0.18667338377976062,0.3675903721082297,1
source_mix,gemini-2.5-flash,o3-2025-04-16,-0.18318353181922825,-0.21700851098528925,-0.1318126991880355,1
source_mix,gemini-2.5-flash,claude-sonnet-4-20250514,0.6578033029546875,0.6139036974136635,0.7132586999841705,1
source_mix,gemini-2.5-flash,chatgpt-4o-latest-20250326,-0.24131917117641954,-0.285351797162262,-0.18516307140659574,1
source_mix,qwen3-235b-a22b-no-thinking,mistral-medium-2505,0.13125338215142218,0.08764881785495723,0.18777012986057473,1
source_mix,qwen3-235b-a22b-no-thinking,o3-2025-04-16,-0.320536509698027,-0.36691966503638485,-0.2790172065611473,1
source_mix,qwen3-235b-a22b-no-thinking,claude-sonnet-4-20250514,0.5204503250758885,0.456376107930723,0.5679133472813888,1
source_mix,qwen3-235b-a22b-no-thinking,chatgpt-4o-latest-20250326,-0.3786721490552184,-0.39965664336231727,-0.35743286113978057,1
source_mix,mistral-medium-2505,o3-2025-04-16,-0.4517898918494492,-0.5201743643505068,-0.3945601469612785,1
source_mix,mistral-medium-2505,claude-sonnet-4-20250514,0.3891969429244664,0.2922118803596033,0.4603049101738302,1
source_mix,mistral-medium-2505,chatgpt-4o-latest-20250326,-0.5099255312066405,-0.5621063947166046,-0.4717035046825524,1
source_mix,o3-2025-04-16,claude-sonnet-4-20250514,0.8409868347739156,0.7589537562042342,0.9163443885561433,1
source_mix,o3-2025-04-16,chatgpt-4o-latest-20250326,-0.058135639357191314,-0.08989084204045628,-0.01331201172822223,1
source_mix,claude-sonnet-4-20250514,chatgpt-4o-latest-20250326,-0.8991224741311069,-0.9513811653759559,-0.838452578216202,1
balanced,claude-opus-4-20250514,gemini-2.5-pro,-1.2704115901075221,-1.406078020924112,-1.1440151987377505,1
balanced,claude-opus-4-20250514,gemini-2.5-flash,-0.684948503313412,-0.8077084136588422,-0.5704378640414173,1
balanced,claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,-0.2664596343002144,-0.2816753362670863,-0.2501903909288357,1
balanced,claude-opus-4-20250514,mistral-medium-2505,0.037292556355266036,-0.013781147242398869,0.08849250746097016,0
balanced,claude-opus-4-20250514,o3-2025-04-16,-0.7089429189571311,-0.7836570854173331,-0.6382987249158777,1
balanced,claude-opus-4-20250514,claude-sonnet-4-20250514,0.07016644313382633,-0.0718916137607964,0.19328507460141708,0
